898,2
9902,3
10156,2
10557,1
10919,3
11271,0
11632,2
13118,2
13487,3
14091,1
14346,2
14624,0
14780,3
14931,1
15576,2
16901,1
17295,3
17706,0
17970,2
18314,1
19032,3
19651,0
19991,2
21452,3
21654,3
22892,1
24220,2
24544,0
24931,3
25445,1
26897,2
27217,1
27544,3
27918,0
28118,2
28301,1
28561,3
28884,0
29049,2
30079,1
31966,3
32554,0
32708,2
32863,1
33068,3
33320,0
33524,2
33858,1
34343,3
35989,2
36534,2
36967,1
37329,3
37903,1
38382,2
38882,1
39304,3
39748,0
40217,2
40438,1
40595,3
40833,1
41050,2
41484,0
41819,3
42855,2
43157,1
43423,3
43763,0
43964,2
44191,1
44690,3
44864,0
45043,2
45508,1
45698,3
45937,0
46099,2
46305,1
46493,3
46686,0
46894,2
47139,1
47395,3
47712,0
47948,2
48110,1
48353,3
48613,0
48811,2
49054,1
49351,3
49629,0
49959,2
50269,1
50688,3
51056,0
51511,2
51755,1
51965,3
52303,0
52609,2
52973,2
53405,2
53840,2
54285,2
54699,3
55121,3
55491,1
55645,2
55888,1
56343,3
56805,0
57157,2
57476,1
57923,3
58531,1
59418,2
59672,1
59995,3
60220,0
60389,2
60904,1
61495,3
63340,0
63616,2
63871,1
64126,3
64477,0
65368,2
65771,1
66401,3
67146,0
67433,2
67759,1
68043,3
68671,0
69131,2
69527,1
69979,3
70387,0
70566,2
70772,1
70949,3
71168,0
71312,2
71506,1
72090,3
72538,0
72926,2
73633,1
73927,2
74363,1
74760,3
75374,2
75813,1
76302,3
76721,1
77083,2
77391,0
77617,3
77865,1
78167,2
78602,0
78950,3
79570,1
79955,2
80324,0
80715,3
81139,1
81492,2
81988,0
82379,3
82715,1
83006,2
83389,0
83765,3
84175,1
84590,2
84985,0
85481,3
85991,1
86455,2
86942,0
87371,3
87749,1
88216,2
88634,0
89040,3
89474,1
89935,2
90410,0
90799,3
91266,1
91530,2
91881,0
92309,3
92701,1
93062,2
93437,0
93843,3
94198,1
94568,2
95007,0
95416,3
95795,1
96144,2
96409,0
96711,3
97095,1
97450,2
97747,0
98097,3
98335,1
98577,2
98781,0
99108,3
99386,1
99704,2
99947,0
100136,3
100264,1
100895,2
101121,0
101323,3
101430,1
102290,2
102455,0
102654,3
102904,1
103035,2
103189,0
103380,3
103570,1
103969,2
104303,0
104522,3
104765,1
104921,2
105051,0
105239,3
105344,1
105518,2
105686,0
105885,3
106507,1
106543,2
107253,2
107257,3
107263,0
107273,1
107912,3
108305,3
108306,2
108309,1
108317,0
108821,3
109092,0
109183,2
109362,1
109710,2
109715,3
109723,0
109726,1
110119,3
110134,0
110146,2
110147,1
110554,2
110562,1
111010,0
111021,3
111447,0
111461,3
112093,0
112094,1
112106,3
112608,2
112621,0
113193,3
113194,1
113676,0
113681,2
114001,3
114250,1
114375,2
114957,0
115269,3
115690,1
115961,2
116609,0
116912,3
117670,2
117871,1
118156,3
118391,0
118547,2
118759,1
118885,3
119082,0
119249,2
119439,1
119584,3
119787,1
120575,2
121032,3
121297,1
121934,2
122351,0
122767,3
123238,1
123692,2
124104,0
124531,3
124955,1
125407,2
125769,0
125946,3
126184,1
126442,2
126687,0
126881,3
127275,1
127421,2
128034,1
128347,3
128714,0
129062,2
129273,1
129431,3
129877,0
130068,2
130247,1
130383,3
130805,0
130916,2
131114,1
131230,3
131431,1
131564,2
131755,0
131869,3
132079,1
132209,2
132362,0
132561,3
132811,1
133019,2
133210,0
133421,3
133713,1
133837,2
134029,0
134176,3
134379,1
134724,3
134798,2
134912,1
134986,0
135280,3
135378,2
135525,1
135572,0
135956,0
136016,1
136131,2
136185,3
136403,0
136696,3
136784,2
136958,1
137035,0
137229,3
137312,2
137576,1
137647,0
138201,0
138284,1
138382,2
138444,3
139006,3
139087,2
139196,1
139250,0
140221,2
140382,1
140572,3
140718,0
140924,2
142013,2
142231,1
142434,3
142694,0
142835,2
143771,1
144043,3
144696,1
144802,2
145222,0
145409,3
145546,1
145680,2
146078,0
146242,3
146795,1
146897,2
147388,0
147881,3
148484,2
148866,1
149230,3
149378,0
149601,2
149809,1
149984,3
150529,0
150726,2
150876,1
151027,3
151720,0
152361,2
152625,1
152799,3
153007,0
153302,2
153486,1
154008,3
154331,0
154763,2
155212,1
155597,3
155731,0
155862,2
155983,1
156123,3
156271,0
156685,2
157012,1
157695,3
157926,0
158043,2
158847,1
158994,3
159193,0
159470,2
159616,1
159772,3
160040,0
160294,2
160548,1
160756,3
160974,0
161163,2
161367,1
161601,3
161810,0
162109,2
162447,1
162785,3
163109,0
163451,2
163715,1
164031,3
164193,0
164442,2
164891,3
165116,1
165372,2
165574,0
165749,3
165953,1
166213,2
166739,3
167128,0
167336,2
167605,2
167704,1
167822,3
168011,0
168108,2
168276,1
168408,3
168619,0
168931,3
168932,2
168935,1
168939,0
169254,3
169258,0
169258,2
169260,1
169431,3
169432,2
169445,1
169446,0
169593,3
169601,2
169625,0
169626,1
169977,3
169980,2
169987,0
169989,1
170372,3
170374,2
170379,0
170384,1
170813,3
170815,2
170817,1
170818,0
171295,2
171390,1
171593,3
171757,0
171913,2
172046,1
172215,3
172362,0
172523,2
172656,1
172797,3
172898,0
173055,2
173167,1
173306,3
173421,0
173572,2
173708,1
173814,3
173935,0
174084,2
174226,1
174357,3
174488,0
174631,2
174769,1
174862,3
175014,0
175151,2
175287,1
175401,3
175527,0
175666,2
175794,1
175915,3
176043,0
176182,2
176306,1
