717,2
1231,3
1648,1
1924,2
2535,0
3300,3
4010,1
4427,2
4703,0
4956,3
5180,1
5415,2
5590,0
5810,3
6055,1
6793,2
7057,0
7227,3
7428,1
7586,2
8192,0
8352,3
8560,1
8709,2
8919,0
9519,3
10321,1
10946,2
11668,0
13479,3
13862,1
14019,2
14203,0
14386,3
14582,1
14756,2
14918,0
15074,3
15236,1
15384,2
15567,0
15717,3
15905,1
16057,2
17021,0
17212,3
18808,1
18967,2
19700,0
20302,3
21146,1
21751,2
22414,0
23161,2
23812,1
24476,2
25141,0
25877,3
26600,1
27285,2
27963,0
28645,3
29440,1
30063,2
30729,0
31425,2
31985,1
32282,3
32897,0
33111,2
33791,1
34331,3
35024,0
35732,2
36429,2
37214,1
37905,3
38621,0
38876,2
39014,1
39264,3
39838,0
39976,2
40267,1
41217,3
41892,1
42656,2
45711,2
45840,1
45939,2
46079,0
46154,3
46310,1
46374,2
46497,0
46583,3
46709,1
46818,2
47213,0
47317,3
47429,1
47518,2
47629,0
47732,3
47843,1
47933,2
48073,0
48198,2
48357,2
48484,2
48692,1
48807,3
48922,0
49035,2
49130,1
49254,2
49456,1
49655,1
50042,0
50159,3
50315,0
50442,2
50562,1
50685,3
50784,0
50886,2
50982,1
51067,0
51091,3
51247,2
51379,0
51561,1
51749,1
51909,1
52054,1
52235,0
52483,3
52622,1
52892,2
53041,0
53180,2
53340,2
53502,2
53755,1
53760,2
53962,1
53970,2
54120,2
54123,1
54370,3
54494,0
54604,2
54724,1
54845,2
54963,0
55094,3
55359,0
55367,3
55773,3
55791,0
56009,3
56102,0
56290,2
56402,1
56587,3
56712,0
56801,2
56887,1
56975,2
57090,1
57209,3
57405,0
57493,2
57646,1
57759,3
57867,0
57986,2
58089,1
58226,3
58362,0
58493,2
58799,1
59101,3
59270,0
59369,2
59484,1
59590,3
59719,0
59833,2
59973,1
60264,2
60610,2
60798,2
60993,3
61207,3
61570,3
61877,2
62055,3
62203,2
62399,3
62568,2
62734,3
63054,1
63395,0
63709,0
